tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Uncategorised,Not Positive,Apple,['#sxsw'],16,"['1030', 'line', 'apple', 'popup', 'store', 'austin', 'it', 'open', '5', 'pm']",No emotion toward brand or product,10
The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,Uncategorised,Not Positive,Apple,['#SXSW'],25,"['long', 'line', 'ginger', 'man', 'bathroom', 'saved', '829', 'popup', 'apple', 'store', 'closed', 'right', 'midnight', 'walked']",No emotion toward brand or product,14
"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",Uncategorised,Not Positive,Apple,"['#ipad2', '#SXSW']",15,"['141st', 'line', 'apple', 'store', 'sxsw', 'w', '38', 'others']",No emotion toward brand or product,8
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,Uncategorised,Positive,Google,['#sxsw'],22,"['mad', 'long', 'line', 'google', 'party', 'maggie', 'maes', 'hope', 'worth', 'it', '80', 'theme', 'very', 'optimistic']",Positive emotion,14
"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",Uncategorised,Not Positive,Apple,['#sxsw'],20,"['first', 'line', 'morning', 'apple', 'popup', 'store', 'austin', 'caught', 'morning']",No emotion toward brand or product,9
Apple declines to be at the html5 browser wars IV panel #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],12,"['apple', 'decline', 'html5', 'browser', 'war', 'iv', 'panel']",No emotion toward brand or product,7
Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},iPad,Positive,Apple,['#sxsw'],14,"['apple', 'selling', 'ipad', '2', 'california', 'is', 'great', 'building', 'cult', 'following']",Positive emotion,10
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},iPad,Positive,Apple,"['#chevytweethouse', '#sxsw']",13,"['who', 'killing', 'it', 'ipad', 'dj']",Positive emotion,5
Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,Uncategorised,Not Positive,Apple,"['#notwinning', '#sxsw']",21,"['still', 'feeling', 'pukey', 'jet', 'blue', 'terminal', 'wa', 'smelling', 'like', 'fart', 'managed', 'buy', 'apple', 'slice', '5']",No emotion toward brand or product,15
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,Uncategorised,Not Positive,Apple,['#SXSW'],20,"['apple', 'selling', 'new', 'terp2it', 'album', 'rt', 'now', 'more', '200', 'lined', 'apple', 'pop', 'store']",No emotion toward brand or product,13
@mention link to google story doesn't work. ??  thx! #SXSW,Uncategorised,Not Positive,Google,['#SXSW'],10,"['link', 'google', 'story', 'doesnt', 'work', 'thx']",No emotion toward brand or product,6
@mention link? or I have to google it huh?  see u in austin for #SXSW? let me buy you a drink if you'll be there!,Uncategorised,Not Positive,Google,['#SXSW'],25,"['link', 'have', 'google', 'it', 'huh', 'see', 'u', 'austin', 'let', 'buy', 'drink']",No emotion toward brand or product,11
about to listen to a talk from @mention Marissa Mayer at #sxsw,Uncategorised,Not Positive,Uncategorized,['#sxsw'],12,"['listen', 'talk', 'marissa', 'mayer']",No emotion toward brand or product,4
Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],19,"['going', 'listen', 'former', 'coworker', 'speak', 'quottripquot', 'mar', 'nasa', 'ipad', 'time']",No emotion toward brand or product,10
Staying Alive: Can Indie iPhone Game Development Survive?  #sxsw (@mention ACC - Room 12AB w/ 22 others) {link},Uncategorised,Not Positive,Apple,['#sxsw'],18,"['staying', 'alive', 'can', 'indie', 'iphone', 'game', 'development', 'survive', 'acc', 'room', '12ab', 'w', '22', 'others']",No emotion toward brand or product,14
watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,Uncategorised,Not Positive,Apple,['#sxsw'],18,"['watching', 'live', 'not', 'tsunami', 'apple', 'ipad', 'line', 'austin', 'mostly', 'oh', 'sexy']",No emotion toward brand or product,11
#ipad2 delivery at the pop up @mention store @mention Quite possible! #sxsw #sxswi {link},iPad,Positive,Apple,"['#ipad2', '#sxsw', '#sxswi']",14,"['delivery', 'pop', 'store', 'quite', 'possible']",Positive emotion,5
Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,Positive,Google,"['#GoogleDoodle', '#gsdm', '#sxsw']",21,"['never', 'realized', 'wa', 'storymeaning', 'behind', 'every', 'google', 'logo', 'cool', 'loving', 'hearing', 'team']",Positive emotion,12
Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],19,"['austin', 'folk', 'store', 'carry', 'apple', 'accessory', 'keyboardmouse', 'near', 'alamo', 'lake', 'creek', 'mine', 'didnt', 'make', 'trip']",No emotion toward brand or product,15
calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,Uncategorised,Not Positive,Contains Both,['#sxsw'],22,"['calling', 'android', 'amp', 'iphone', 'app', 'devs', 'need', 'follow', 'now', 'amp', 'find', 'screenburn', 'cool', 'swag']",No emotion toward brand or product,14
"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",Uncategorised,Not Positive,Apple,['#SXSW'],21,"['fell', 'asleep', '2', 'hour', 'eye', 'open', 'staring', 'stream', 'ipad', '2']",No emotion toward brand or product,10
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,Positive,Apple,['#SXSW'],20,"['ipad', '2', 'taking', 'im', 'prepared', 'most', 'fun', 'weekend', 'career']",Positive emotion,9
Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],12,"['google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile']",No emotion toward brand or product,7
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,Uncategorised,Not Positive,Google,"['#sxsw', '#mobile', '#mcommerce']",14,"['google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile']",No emotion toward brand or product,7
Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,Not Positive,Google,"['#rhizome', '#sxswk', '#sxsw']",10,"['google', 'eat', 'hilton']",Negative emotion,3
Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,iPad,Positive,Apple,['#sxsw'],18,"['omg', 'still', 'line', 'new', 'ipad', 'n', 'dieing', 'hunger', 'else', 'is', 'line']",Positive emotion,11
Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,Positive,Apple,"['#SXSW', '#postPC']",19,"['welcome', 'ipad', '2', 'owner', 'new', 'used', 'ipad', 'owner', 'there', 'room', 'everyone', 'party']",Positive emotion,12
Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,Uncategorised,Not Positive,Google,"['#CIRCLES', '#SXSW']",18,"['google', 'launch', 'new', 'social', 'network', 'called', 'focused', 'increased', 'privacy', 'amp', 'relevanceannounced']",No emotion toward brand or product,11
Google will launch major new social network called Circles. #SXSW,Uncategorised,Not Positive,Google,['#SXSW'],10,"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle']",No emotion toward brand or product,8
Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,Uncategorised,Not Positive,Google,"['#Google', '#Circles', '#SXSW']",14,"['google', 'soll', 'noch', 'heute', 'social', 'network', 'starten', 'via']",No emotion toward brand or product,8
"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,Not Positive,Google,['#sxsw'],18,"['google', 'not', 'launch', 'facebook', 'competitor', 'circle', 'today', 'thought', 'creeper', 'halffriends', 'world', 'disappointed']",Negative emotion,12
"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",Uncategorised,Not Positive,Google,['#sxsw'],16,"['google', 'preview', 'major', 'new', 'social', 'service', 'circle', 'today', 'say', 'ht']",No emotion toward brand or product,10
Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},Uncategorised,Not Positive,Google,['#SXSW'],18,"['hearing', 'sort', 'conflicting', 'report', 'google', 'launching', 'circlesgoogleme1', 'real', 'word', 'austin']",No emotion toward brand or product,10
"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Other Google product or service,Not Positive,Google,['#sxsw'],20,"['it', 'suck', 'rt', 'rt', 'google', 'preview', 'major', 'new', 'social', 'service', 'circle', 'today']",Negative emotion,12
Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,Positive,Google,['#SXSW'],16,"['google', 'take', 'world', 'acc', 'ballroom', 'w', '97', 'others']",Positive emotion,8
Look at all these people at #sxsw with iPad 1's. No shame.,iPad,Not Positive,Apple,['#sxsw'],12,"['look', 'people', 'ipad', '1', 'no', 'shame']",Negative emotion,6
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,Positive,Apple,['#sxsw'],21,"['want', 'yall', 'know', 'apple', 'built', 'pop', 'store', '3', 'day', 'selling', 'ipad2', 'wow']",Positive emotion,12
"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",Uncategorised,Not Positive,Google,['#sxsw'],13,"['morning', 'hearing', 'google', 'circle', 'today']",No emotion toward brand or product,5
Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive,Google,['#sxsw'],15,"['yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",Positive emotion,11
App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,Uncategorised,Not Positive,Apple,['#sxsw'],23,"['app', 'is', 'called', 'hand', 'rt', 'need', 'app', 'turn', 'iphone', 'wifi', 'mouse', 'ipad', 'exist']",No emotion toward brand or product,13
"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive,Apple,"['#hollergram', '#sxsw']",17,"['hello', 'holler', 'gram', 'come', 'take', 'look', 'new', 'first', 'ipad', 'app']",Positive emotion,10
"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",Uncategorised,Not Positive,Apple,"['#hollergram', '#sxsw']",13,"['hello', 'holler', 'gram', 'get', 'know', 'new', 'ipad', 'app']",No emotion toward brand or product,8
{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,Uncategorised,Not Positive,Uncategorized,"['#nokiaconnects', '#SXSW']",15,"['killer', 'shot', 'got', 'last', 'night', 'concert']",No emotion toward brand or product,6
I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive,Apple,['#SXSW'],21,"['realllllllly', 'need', 'upgrade', 'phone', 'haha', 'rt', '10', 'iphone', 'apps', 'you\x89ûªll', 'probably', 'need', 'use']",Positive emotion,13
Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,Uncategorised,Not Positive,Uncategorized,"['#iTunes', '#sxsw']",19,"['barton', 'hollow', 'is', 'free', 'song', 'download', 'amp', 'featured', 'album', '2011', 'featured', 'mix']",No emotion toward brand or product,12
I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,Uncategorised,Not Positive,Google,['#sxsw'],25,"['feel', 'silly', 'can', 'not', 'figure', 'update', 'mobile', 'app', 'android', 'it', 'doesnt', 'seem', 'have', 'quotoptionsquot', 'bottom', 'left', 'button']",Negative emotion,17
Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,Positive,Apple,"['#sxsw', '#fanboy']",19,"['had', 'really', 'good', 'look', 'ie9', 'today', 'apple', 'wa', 'very', 'impressed']",Positive emotion,10
"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",Uncategorised,Not Positive,Google,['#sxsw'],19,"['tim', 'oreilly', 'web', '20', 'definition', 'company', 'survived', 'built', 'value', 'consumergenerated', 'data', 'ebay', 'amazon', 'google']",No emotion toward brand or product,14
"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,Not Positive,Google,['#SXSW'],20,"['wa', 'really', 'hoping', 'would', 'bring', 'android', 'version', 'oh', 'well', 'maybe', 'somedaya', 'long', 'time', 'now']",Negative emotion,14
"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,Not Positive,Google,['#SXSW'],21,"['overload', 'info', 'delivered', 'google', 'kill', 'discovery', 'google', 'say', 'ppl', 'wont', 'lose', 'curiosity', 'wonderwe', 'need', 'serendipity']",Negative emotion,15
"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",Uncategorised,Not Positive,Google,"['#Facebook', '#Google', '#SXSW']",16,"['data', 'overload', 'every', 'month', '45bil', 'piece', 'content', '3bil', 'tweet', 'amp', '11bil', 'search']",No emotion toward brand or product,12
Just downloaded an ipad app for countering jetlag in Austin. #sxsw,Uncategorised,Positive,Apple,['#sxsw'],11,"['downloaded', 'ipad', 'app', 'countering', 'jetlag', 'austin']",Positive emotion,6
Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,Positive,Google,['#sxsw'],13,"['downloaded', 'go', 'app', 'android', 'market', 'let', 'get', 'ittttt']",Positive emotion,8
Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,Positive,Apple,"['#sxsw', '#app', '#events', '#networking']",20,"['downloaded', 'asddieu', 'app', 'preparation', 'pumped', 'need', 'check', 'it']",Positive emotion,8
"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",Uncategorised,Not Positive,Apple,['#sxsw'],21,"['woman', 'lobby', 'quottheres', 'website', 'called', 'like', 'stupid', 'iphone', 'speller', 'ppl', 'taking', 'pic', 'funny', 'autocorrected', 'wordsquot']",No emotion toward brand or product,15
Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,Not Positive,Apple,['#sxsw'],12,"['rumoured', 'location', 'apple', 'pop', 'store', 'iun', 'austin', 'texas']",No emotion toward brand or product,8
Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,Uncategorised,Not Positive,Apple,"['#sxsw', '#austin']",10,"['guy', 'get', 'logo', 'tattoo', 'ipad']",No emotion toward brand or product,5
@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,Positive,Apple,['#sxsw'],23,"['lol', 'apple', 'have', 'pop', 'store', 'ipad', '2', 'are', 'flying', 'shelf', 'hipster', 'feeding', 'frenzy']",Positive emotion,13
"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,Positive,Apple,"['#sxsw', '#NokiaConnects']",19,"['wow', 'very', 'long', 'queue', 'people', 'apple', 'pop', 'store', 'now', 'have', 'bought', '3', 'ipads', 'room']",Positive emotion,14
@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},Uncategorised,Positive,Apple,"['#UberSocial', '#iPhone', '#SXSW']",19,"['look', 'rt', 'new', 'now', 'app', 'store', 'includes', 'uberguide']",Positive emotion,8
